股票代码,股票名称,昨日搜索量,今日搜索量,热度涨幅
002677,浙江美大,335,1239,3.553748136098685
001314,亿道信息,1546,4260,3.372439797754735
002354,天娱数科,5962,10180,3.2665367052100294
002660,茂硕电源,1340,2581,2.947019325253849
300114,中航电测,15583,32521,2.9320066137013443
002385,大北农,2519,7057,2.801473092643052
600449,宁夏建材,733,1491,2.6840048840048847
600018,上港集团,974,2742,2.499244455276627
000584,哈工智能,2614,4603,2.1110785784869885
002825,纳尔股份,451,1066,1.9534501642935378
300261,雅本化学,1184,2660,1.9377970935759878
002229,鸿博股份,3476,5256,1.8677859391395595
600282,南钢股份,1084,2156,1.71785378792065
002626,金达威,1505,2616,1.7158758055067374
002641,公元股份,496,1106,1.6627502584829401
300444,双杰电气,552,1149,1.6394886363636365
000925,众合科技,1237,2235,1.6394018352781239
300541,先进数通,759,1255,1.2515444183415991
002562,兄弟科技,1123,1876,1.249470732963323
002156,通富微电,2694,4192,1.1051413162380117
002649,博彦科技,2318,3259,1.0383942161339421
002733,雄韬股份,2366,3096,0.9226410982784921
000878,云南铜业,1098,1865,0.908211179617002
002734,利民股份,984,1240,0.8978111017051638
002117,东港股份,1722,2437,0.8829415772440812
002882,金龙羽,2840,3697,0.8731993535239972
600340,华夏幸福,1654,2910,0.8492224475997296
600362,江西铜业,1344,2265,0.8481201575003177
002328,新朋股份,1481,1971,0.8371134020618558
000682,东方电子,1066,1601,0.8124312719275277
000400,许继电气,1422,2162,0.8018832673193335
002342,巨力索具,1329,1801,0.7547419497132775
600501,航天晨光,2587,3353,0.7359528226875165
300250,初灵信息,1666,2360,0.733294469139401
002325,洪涛股份,718,1045,0.7283410138248847
002864,盘龙药业,739,1132,0.7179664860778634
600172,黄河旋风,1766,2709,0.7044020297246478
002185,华天科技,2362,3270,0.6475825094682996
300724,捷佳伟创,860,1311,0.6400293613897725
600371,万向德农,807,1065,0.6166652930025549
002665,首航高科,1720,2425,0.6130986295618794
000713,丰乐种业,1346,1797,0.557430848570089
002591,恒大高新,1155,1527,0.5479758216081678
002140,东华科技,1296,1557,0.5408360128617362
600354,敦煌种业,2576,3152,0.5199203187250996
600509,天富能源,783,1058,0.5189016852104886
002336,人人乐,1465,1913,0.4974347193506392
002121,科陆电子,1275,1739,0.4832986136053443
002867,周大生,3694,5007,0.47648067273159556
301269,华大九天,1362,1772,0.4684052946738104
600559,老白干酒,1061,1236,0.464021212398281
002695,煌上煌,1247,1672,0.4627717493335337
000792,盐湖股份,2548,3370,0.459014499451216
000998,隆平高科,2132,2749,0.45493376725737966
300624,万兴科技,1520,1949,0.4519562611254404
002806,华锋股份,1167,1461,0.44543127318321907
002384,东山精密,1083,1426,0.4428959437196669
003035,南网能源,3012,3356,0.44270879559776377
300087,荃银高科,1244,1548,0.4423704149731549
002197,证通电子,1827,2315,0.4182774723650766
002488,金固股份,850,1036,0.4139042357274403
600210,紫江企业,869,1051,0.3974397590361447
600598,北大荒,1521,1940,0.3825640702726527
002339,积成电子,2000,2416,0.38194136642816456
000807,云铝股份,1424,1793,0.38066948881220886
002276,万马股份,1072,1333,0.3792844257366206
300267,尔康制药,864,1033,0.377232142857143
600567,山鹰国际,837,1053,0.37316811628738233
002639,雪人股份,1531,1879,0.36430582629413033
002493,荣盛石化,1119,1393,0.362384275094632
300846,首都在线,1520,1797,0.3512461740271098
002345,潮宏基,1948,2443,0.34124946512623033
600346,恒力石化,1606,1981,0.33801634911261
600584,长电科技,3052,3739,0.3369640591966174
002436,兴森科技,1020,1245,0.33157172620559994
600612,老凤祥,2542,3189,0.3258030908143774
002543,万和电气,839,2376,0.3216386084672502
002792,通宇通讯,1407,1582,0.31870133132378786
600101,明星电力,973,1146,0.3186003683241254
002075,沙钢股份,1054,1261,0.3108269041578211
300612,宣亚国际,1157,1336,0.3031771989253593
000723,美锦能源,2389,2824,0.2940902203053968
002927,泰永长征,1030,1261,0.29332691128820376
600313,农发种业,3071,3483,0.29115188732119757
000821,京山轻机,2508,2974,0.29076122036232177
002094,青岛金王,935,1112,0.283528501988511
000301,东方盛虹,1456,1737,0.27806592506653915
600765,中航重机,1238,1417,0.2713964552726511
600369,西南证券,1203,1420,0.26775305280177
002405,四维图新,2423,2809,0.26640329374806626
600631,百联股份,873,1011,0.26545502785884856
600827,百联股份,873,1011,0.26545502785884856
600606,绿地控股,1207,1439,0.2649549088331431
300045,华力创通,869,1027,0.2607112375533427
600755,厦门国贸,985,1146,0.247495361781076
300130,新国都,883,1004,0.2443933695500764
300473,德尔股份,1410,1541,0.2383013423660767
002349,精华制药,1394,1617,0.23783604869258212
000895,双汇发展,1281,1470,0.23604651162790713
002150,通润装备,1316,1511,0.22902154543981856
300352,北信源,1243,1429,0.22813398748096758
000630,铜陵有色,2617,3078,0.22525695029486115
300177,中海达,1022,1173,0.22458713714227097
300199,翰宇药业,1637,1954,0.21849079025549623
600079,人福医药,1039,1198,0.21093321134492227
000887,中鼎股份,974,1115,0.20979989738327331
600583,海油工程,940,1061,0.20689858490566038
600732,爱旭股份,1600,1812,0.2058803830955731
000599,青岛双星,1089,1186,0.20307536817788074
300866,安克创新,990,1117,0.2010371179039303
002291,遥望科技,1034,1227,0.2002647774438242
600352,浙江龙盛,1039,1180,0.2000880798590723
300677,英科医疗,1228,1414,0.19640256335566564
002078,太阳纸业,1104,1230,0.19630385731170086
002549,凯美特气,1203,1341,0.1937264013941331
002401,中远海科,1440,1745,0.19257565861092962
600073,上海梅林,907,1014,0.17812858783008023
600309,万华化学,2281,2585,0.1771632972951247
002719,麦趣尔,931,1057,0.17705203992634955
600797,浙大网新,1166,1289,0.175826884211564
600305,恒顺醋业,1035,1142,0.1750931046157318
000733,振华科技,1258,1375,0.17381281696634399
002812,恩捷股份,2111,2320,0.17272727272727284
002246,北化股份,1081,1213,0.17233151757979548
002190,成飞集成,2020,2341,0.16899950983061918
600817,宇通重工,1492,1583,0.16822846943328873
000561,烽火电子,924,1056,0.16777699859747552
300039,上海凯宝,1023,1144,0.16763806611886123
002838,道恩股份,1086,1188,0.1663386380250802
002186,全聚德,1484,1718,0.16585604301600876
002845,同兴达,1161,1300,0.16412198200399009
000816,智慧农业,3025,3283,0.1635338345864661
600216,浙江医药,1115,1233,0.1560134950305463
600277,亿利洁能,1165,1287,0.15595521466984041
000983,山西焦煤,1436,1598,0.15589845694375315
600760,中航沈飞,1464,1617,0.15394490319894527
002001,新和成,1309,1442,0.14807847352862136
600127,金健米业,1121,1220,0.14350694791562524
300217,东方电热,962,1049,0.14088675452311805
003022,联泓新科,1063,1171,0.13939205127063947
000488,晨鸣纸业,1036,1129,0.13915690624838772
600426,华鲁恒升,1215,1310,0.1379776631441878
002407,多氟多,2356,2551,0.13646564830232388
002330,得利斯,937,1025,0.13596164091635599
002079,苏州固锝,1679,1820,0.13490597162652573
002218,拓日新能,1739,1862,0.13435534295077023
002317,众生药业,2311,2587,0.13260657068539894
002613,北玻股份,1233,1349,0.13177687245377623
600059,古越龙山,1165,1262,0.13066096892563528
600409,三友化工,1040,1123,0.12658427557191687
600819,耀皮玻璃,1363,1450,0.12616261626162606
000519,中兵红箭,2328,2543,0.12440143655227476
300383,光环新网,1207,1296,0.12119646882043567
600019,宝钢股份,1808,1953,0.12109779979265056
000829,天音控股,2117,2230,0.11899487998838021
002487,大金重工,1548,1659,0.11877790487435891
600383,金地集团,2269,2432,0.11633974059215868
000059,华锦股份,1014,1069,0.11625364431486895
002103,广博股份,1132,1211,0.11546797036439682
300603,立昂技术,1393,1453,0.11314865392118634
002041,登海种业,1196,1270,0.11279894875164254
002002,鸿达兴业,1291,1408,0.10582291114368592
002532,天山铝业,1013,1079,0.09932022209537639
002761,浙江建投,1561,1653,0.09891739581788528
600351,亚宝药业,958,1021,0.09710853619644944
300364,中文在线,2377,2663,0.09462851405622497
000711,京蓝科技,959,1028,0.09393484179889211
600111,北方稀土,5469,5821,0.09388997728171589
000031,大悦城,1169,1272,0.09383639105302843
002007,华兰生物,1300,1393,0.09283034454273231
600298,安琪酵母,1431,1523,0.09215252832274112
003032,传智教育,1278,1343,0.09157153266941953
600392,盛和资源,1392,1486,0.0896976078444276
300476,胜宏科技,1313,1363,0.0892417528311178
002170,芭田股份,1079,1136,0.08883276010318153
300433,蓝思科技,2728,2901,0.08730987435174531
000597,东北制药,1162,1248,0.08660022917462395
002431,棕榈股份,989,1042,0.08648435741616023
002092,中泰化学,2016,2101,0.08491508491508482
000901,航天科技,1382,1458,0.08343428225317995
300081,恒信东方,1184,1235,0.07911206204867605
000636,风华高科,1222,1285,0.07742837769113398
600782,新钢股份,958,1002,0.07724906162973721
600557,康缘药业,1121,1170,0.07584734454230047
002570,贝因美,1091,1164,0.07552083333333326
600498,烽火通信,1719,1792,0.07527378751244496
002758,浙农股份,1285,1337,0.07497638343360014
000937,冀中能源,1005,1058,0.07142857142857162
300432,富临精工,1170,1222,0.07016237844879725
000932,华菱钢铁,1081,1135,0.06945799698394395
600312,平高电气,1028,1067,0.06927600147004775
600580,卧龙电驱,973,1015,0.06897723411484868
600160,巨化股份,1266,1311,0.06803253049734126
000066,中国长城,2089,2188,0.06745770676691731
300111,向日葵,36658,38161,0.06665555409426926
002167,东方锆业,2271,2352,0.06644978783592648
002151,北斗星通,1219,1268,0.06637705530642757
000650,仁和药业,1641,1723,0.06635044642857135
002475,立讯精密,4032,4202,0.0660052750666078
600586,金晶科技,1361,1426,0.06563599011107635
600811,东方集团,1034,1083,0.0652943068510774
002146,荣盛发展,1037,1085,0.0650710545998503
000526,学大教育,994,1044,0.06440437061384041
600789,鲁抗医药,1073,1120,0.0641804397984651
002364,中恒电气,999,1032,0.06346153846153846
000758,中色股份,1278,1356,0.06197599868485959
002362,汉王科技,8267,8503,0.06004562203895425
002600,领益智造,1758,1831,0.058903728436282554
002601,龙佰集团,1071,1117,0.05821260254843774
600330,天通股份,1130,1176,0.05794457475458259
300999,金龙鱼,1504,1586,0.05769464056093354
002738,中矿资源,1333,1386,0.056648975379625544
000026,飞亚达,1083,1138,0.0563524590163933
000555,神州信息,1052,1087,0.05583979754634982
300189,神农科技,1005,1031,0.05417445035206203
600497,驰宏锌锗,1074,1114,0.05317685889795554
002588,史丹利,1180,1225,0.05304231191318132
002429,兆驰股份,1013,1049,0.052663438256658424
000716,黑芝麻,3165,3240,0.05116683918321252
600267,海正药业,1135,1177,0.049803729146221665
600121,郑州煤电,1047,1083,0.04893597075091405
600428,中远海特,1202,1246,0.04881221070349251
600219,南山铝业,1268,1313,0.04850399553986251
002561,徐家汇,1313,1363,0.04843342908677939
300249,依米康,1193,1225,0.04836104017926934
600711,盛屯矿业,1181,1219,0.046827858751540274
000988,华工科技,1248,1290,0.04626604877307616
002808,恒久科技,2726,2799,0.04572848039745114
000966,长源电力,1047,1074,0.04525226839276408
300454,深信服,2253,2327,0.04425107225338154
002043,兔宝宝,3078,3184,0.0422705646159347
600808,马钢股份,993,1020,0.04202672964414145
600022,山东钢铁,1120,1152,0.04200235358015769
300376,易事特,1320,1356,0.04159196844747215
600720,祁连山,1326,1371,0.040689698179096956
000960,锡业股份,1152,1186,0.040581141704737256
600068,葛洲坝,988,1021,0.03933253873659126
300001,特锐德,1410,1440,0.038733805262454846
600026,中远海能,1347,1384,0.03832416601185806
002539,云图控股,1082,1107,0.037685830127871967
600549,厦门钨业,1634,1673,0.037673628460077824
300604,长川科技,1403,1432,0.03702725311495625
300759,康龙化成,1593,1631,0.035951977032493865
300672,国科微,1347,1375,0.03591331269349851
600481,双良节能,1304,1333,0.035483734863507976
002550,千红制药,1051,1076,0.03527637212923307
300051,三五互联,1168,1193,0.035003862495171845
002062,宏润建设,1014,1034,0.0349103166004574
600489,中金黄金,1270,1301,0.032117466328462685
300895,铜牛信息,1799,1826,0.03063739875572269
600537,亿晶光电,1149,1177,0.03059302237962469
000572,海马汽车,1069,1099,0.029500525584076565
002841,视源股份,1182,1202,0.028484431784697062
002032,苏泊尔,1382,1416,0.02818028523250171
000428,华天酒店,1275,1295,0.02802338503164714
600372,中航电子,1607,1641,0.02781146870504614
300077,国民技术,1402,1428,0.027803385080570786
002531,天顺风能,1210,1232,0.027768105849582225
000620,新华联,1301,1327,0.02767175572519065
300094,国联水产,1386,1405,0.02666215039194819
002310,东方园林,1128,1149,0.02650015229972591
600381,青海春天,1091,1110,0.026496754027410363
600507,方大特钢,1031,1049,0.02626415094339629
600718,东软集团,1437,1462,0.025418974826449725
002378,章源钨业,1020,1035,0.025185270958777206
600518,st康美,1142,1160,0.023436447716966624
300751,迈为股份,1104,1118,0.022484355097746045
600520,文一科技,1164,1183,0.022064712477975146
002936,郑州银行,1066,1084,0.021407480314960647
600410,华胜天成,1152,1165,0.02108029523596522
002714,牧原股份,4476,4538,0.02096939727561109
002916,深南电路,1376,1393,0.020679530201342278
002350,北京科锐,1359,1371,0.020405769907352767
300601,康泰生物,1126,1141,0.0200138026224983
600089,特变电工,3432,3481,0.019916744922701568
600717,天津港,1216,1233,0.019907126993741198
300785,值得买,1582,1606,0.019730128132441127
002713,东易日盛,1792,1845,0.01860211800302569
301236,软通动力,1685,1705,0.018581405779457993
600516,方大炭素,1741,1762,0.01851739236195571
002865,钧达股份,1243,1255,0.01770271645131749
300803,指南针,15910,16156,0.016907857627022294
002585,双星新材,1209,1223,0.016783794956593434
600406,国电南瑞,1400,1415,0.016731412746644025
600705,中航产融,3301,3351,0.016144116861138258
000933,神火股份,1302,1316,0.01492701937571228
300088,长信科技,1162,1173,0.014871101580345991
000423,东阿阿胶,1284,1322,0.014641016102460602
600597,光明乳业,1233,1245,0.014213363829439718
000736,中交地产,2170,2187,0.01315965085551074
000078,海王生物,1022,1031,0.013048042793581072
300343,联创股份,1030,1039,0.013008373205741552
002068,黑猫股份,1098,1107,0.012885707232782151
300339,润和软件,2762,2786,0.012876965772433024
002101,广东鸿图,1580,1591,0.011889675736116434
600118,中国卫星,1166,1175,0.011441346659652796
002382,蓝帆医疗,1158,1166,0.011180722891566353
600704,物产中大,1216,1225,0.010541195476575282
002249,大洋电机,1080,1086,0.008647681526763096
300763,锦浪科技,1321,1329,0.00863352188151234
300393,中来股份,1287,1294,0.007994014334094635
600152,维科技术,1342,1348,0.0073897901979103064
000875,吉电股份,1253,1259,0.007192163022361919
002077,大港股份,2957,2971,0.006662509435819919
002821,凯莱英,1602,1609,0.006569791902650612
002245,蔚蓝锂芯,1338,1344,0.006442058496852976
600812,华北制药,1232,1238,0.006329804649132464
000961,中南建设,1148,1153,0.006249999999999867
300408,三环集团,1104,1109,0.006122018154950393
600547,山东黄金,2104,2114,0.006091797080138628
002603,以岭药业,5121,5146,0.005417644333517657
002500,山西证券,1197,1201,0.004763860369609851
002647,仁东控股,1217,1221,0.004631663006588127
000789,万年青,1289,1294,0.004365366088631806
002352,顺丰控股,1422,1426,0.004299640461099319
002120,韵达股份,1142,1145,0.004205539710929518
002598,山东章鼓,1599,1602,0.003950774260932821
600062,华润双鹤,1210,1213,0.003531990906138427
000049,德赛电池,1338,1341,0.0032655206065610454
002689,远大智能,1180,1182,0.002189588130922182
600141,兴发集团,1369,1371,0.0020210467628405393
600048,保利发展,1539,1541,0.001991211205712773
002508,老板电器,1090,1091,0.001485960237753714
000060,中金岭南,1089,1089,0
000750,国海证券,1206,1206,0
300122,智飞生物,1354,1354,0
000831,中国稀土,2768,2767,-0.0004496612035416181
002518,科士达,1715,1714,-0.0010217743640335009
000681,视觉中国,12250,12234,-0.002188441819991116
300158,振东制药,1160,1158,-0.002468610342626132
300070,碧水源,1146,1144,-0.002475036272083342
600521,华海药业,1409,1406,-0.002507999654069115
002938,鹏鼎控股,1058,1056,-0.0029771070731958726
600233,圆通速递,2929,2919,-0.004392142608327099
600158,中体产业,1078,1075,-0.004520184963890506
000825,太钢不锈,1015,1012,-0.004609271523178915
000876,新希望,2468,2460,-0.004788540527152163
600110,诺德股份,1214,1210,-0.004824287793720128
301029,怡合达,1695,1689,-0.005797874112825285
300783,三只松鼠,1434,1426,-0.006015973446737766
000683,远兴能源,1239,1234,-0.006117627204455189
000665,湖北广电,1596,1588,-0.0067420301647729275
002709,天赐材料,2128,2118,-0.006894912030432687
002460,赣锋锂业,3855,3835,-0.006987867616052856
000046,泛海控股,1164,1158,-0.007191865751839499
002182,云海金属,1106,1101,-0.007203537185155762
600570,恒生电子,1865,1855,-0.007584475363531684
002223,鱼跃医疗,1690,1680,-0.0076311773064574595
300296,利亚德,1371,1364,-0.007696682464454874
002029,七匹狼,1207,1197,-0.007946076282332237
600664,哈药股份,1053,1046,-0.008306055646481125
300024,机器人,3829,3800,-0.008716200109859518
002576,通达动力,1659,1641,-0.009725016767270334
002074,国轩高科,2445,2426,-0.01040486441574151
000595,宝塔实业,1383,1376,-0.010723152501188604
002129,tcl中环,1498,1485,-0.012478485370051695
300346,南大光电,1294,1283,-0.012738599153422125
600809,山西汾酒,1250,1237,-0.012910958904109648
002162,悦心健康,1114,1103,-0.013161694929240353
600170,上海建工,1218,1207,-0.013615023474178534
002896,中大力德,1040,1031,-0.013885933177271825
300760,迈瑞医疗,1829,1810,-0.01391871068785222
000709,河钢股份,1218,1208,-0.014035427354563978
600546,山煤国际,1153,1140,-0.01661744611451499
000785,居然之家,1461,1442,-0.01678189626290627
002125,湘潭电化,1174,1160,-0.017853216657139015
002630,华西能源,1020,1008,-0.017959436445270205
300059,东方财富,25336,25008,-0.018807971637768484
600200,江苏吴中,1152,1139,-0.018942819817103773
600435,北方导航,1089,1075,-0.019452829284653417
002273,水晶光电,1164,1149,-0.01962110960757779
600268,国电南自,1159,1146,-0.02000424493261166
002642,荣联科技,2251,2214,-0.021864493122771167
002966,苏州银行,1561,1534,-0.022475457833400325
000034,神州数码,1654,1631,-0.022621672036628793
000686,东北证券,1284,1263,-0.023377221603777087
000158,常山北明,1071,1055,-0.02341778540425965
000938,紫光股份,2936,2905,-0.02404000427853248
003042,中农联合,1416,1397,-0.024718496254093614
600177,雅戈尔,1120,1099,-0.02488354988967889
002311,海大集团,1048,1028,-0.025064822817631782
600271,航天信息,1753,1726,-0.025245848782846858
000591,太阳能,1436,1407,-0.025297037148443335
000949,新乡化纤,1033,1018,-0.025621392390152042
002396,星网锐捷,1349,1329,-0.025799564076331105
002457,青龙管业,1111,1098,-0.02607913669064743
002497,雅化集团,1233,1207,-0.02636548010350359
301299,卓创资讯,1373,1349,-0.026537537652037813
300118,东方日升,1549,1518,-0.02657090500679793
002465,海格通信,1291,1271,-0.026794788875542652
600438,通威股份,4877,4789,-0.027695479950078816
600588,用友网络,1436,1410,-0.02812908039544859
002439,启明星辰,1770,1737,-0.028444048149799395
002421,达实智能,1135,1113,-0.02877373382041215
300498,温氏股份,1392,1366,-0.029789419619928204
600056,中国医药,2467,2409,-0.03072370584152262
002918,蒙娜丽莎,2453,2383,-0.032115171650055396
600066,宇通客车,1662,1617,-0.03256800598951837
002507,涪陵榨菜,1578,1544,-0.03258534650847689
300251,光线传媒,1339,1293,-0.033976007946412645
002256,兆新股份,1161,1136,-0.03405194683199464
600398,海澜之家,1451,1404,-0.035013357994245764
002239,奥特佳,1271,1238,-0.03583732774116233
300606,金太阳,1237,1203,-0.03600774202972645
000722,湖南发展,1250,1222,-0.03623059075495272
600536,中国软件,2784,2699,-0.036384837928794767
002424,贵州百灵,1353,1316,-0.036765461709782565
000797,中国武夷,1264,1234,-0.03741613624634432
000815,美利云,2398,2334,-0.03909014321819693
002192,融捷股份,1264,1223,-0.04013366637413096
600104,上汽集团,1751,1696,-0.04095940011812749
600176,中国巨石,1228,1197,-0.04114981461985612
600663,陆家嘴,1183,1138,-0.04117498580172896
300170,汉得信息,1364,1329,-0.04123166917171073
002080,中材科技,1031,1003,-0.04139055969008054
600733,北汽蓝谷,2158,2019,-0.04154727793696267
